"species","year","predicted_mean_abundance","lower_95percent_CL","upper_95percent_CL"
"Solitary Sandpiper",1980,0.1146405,0.060648005,0.263921175
"Solitary Sandpiper",1981,0.0945363,0.0533193325,0.215063575
"Solitary Sandpiper",1982,0.0959779,0.0542740775,0.21770645
"Solitary Sandpiper",1983,0.07871285,0.0439126575,0.178672975
"Solitary Sandpiper",1984,0.14356,0.081499815,0.328692025
"Solitary Sandpiper",1985,0.1292805,0.072494535,0.286540575
"Solitary Sandpiper",1986,0.09499365,0.05395832,0.213125575
"Solitary Sandpiper",1987,0.1016815,0.0581676575,0.231457575
"Solitary Sandpiper",1988,0.111628,0.062475045,0.256707875
"Solitary Sandpiper",1989,0.0885635,0.0504439525,0.193262525
"Solitary Sandpiper",1990,0.1069165,0.0607729825,0.23722465
"Solitary Sandpiper",1991,0.156181,0.089086775,0.35191885
"Solitary Sandpiper",1992,0.1091785,0.0627440525,0.242326075
"Solitary Sandpiper",1993,0.1333595,0.0764162725,0.291258875
"Solitary Sandpiper",1994,0.1060415,0.061527265,0.2303264
"Solitary Sandpiper",1995,0.128835,0.07366657,0.28119895
"Solitary Sandpiper",1996,0.1546905,0.0884307725,0.336145875
"Solitary Sandpiper",1997,0.103964,0.0580898875,0.230359475
"Solitary Sandpiper",1998,0.193726,0.112759375,0.4241453
"Solitary Sandpiper",1999,0.1905595,0.10813575,0.425999925
"Solitary Sandpiper",2000,0.1448055,0.0824972475,0.3251169
"Solitary Sandpiper",2001,0.126258,0.0728198375,0.282763125
"Solitary Sandpiper",2002,0.1389205,0.07973841,0.29935
"Solitary Sandpiper",2003,0.1396895,0.0790219075,0.317539075
"Solitary Sandpiper",2004,0.1479075,0.08380603,0.327811225
"Solitary Sandpiper",2005,0.120055,0.06543548,0.262937075
"Solitary Sandpiper",2006,0.1274065,0.0668464775,0.293159825
"Solitary Sandpiper",2007,0.1909065,0.10229315,0.4338601
"Solitary Sandpiper",2008,0.105534,0.057768635,0.233553375
"Solitary Sandpiper",2009,0.106696,0.0572574575,0.25714395
"Solitary Sandpiper",2010,0.126806,0.0687303225,0.30014965
"Solitary Sandpiper",2011,0.117993,0.063749735,0.27337715
"Solitary Sandpiper",2012,0.07169755,0.0370359425,0.167050125
"Solitary Sandpiper",2013,0.118437,0.061335305,0.2862496
"Solitary Sandpiper",2014,0.06268225,0.0315509025,0.148746525
"Solitary Sandpiper",2015,0.05588785,0.02598412,0.1360678
"Solitary Sandpiper",2016,0.09580715,0.04661141,0.234501075
"Solitary Sandpiper",2017,0.04873785,0.021074225,0.1276336
"Solitary Sandpiper",2018,0.0653344,0.028352865,0.1684272
"Solitary Sandpiper",2019,0.04205595,0.017372715,0.109736025
"Lesser Yellowlegs",1980,4.828095,3.266306,7.61528175
"Lesser Yellowlegs",1981,5.377465,3.74441075,8.54396875
"Lesser Yellowlegs",1982,8.85156,6.08579,13.824755
"Lesser Yellowlegs",1983,6.182275,4.1785495,9.88555225
"Lesser Yellowlegs",1984,8.81479,6.04905825,13.54785
"Lesser Yellowlegs",1985,9.712865,6.88008725,14.52612
"Lesser Yellowlegs",1986,5.259035,3.69318025,8.00600525
"Lesser Yellowlegs",1987,5.98444,4.158854,9.0919345
"Lesser Yellowlegs",1988,8.76073,6.0706535,13.56827
"Lesser Yellowlegs",1989,8.452485,5.7888565,12.7250125
"Lesser Yellowlegs",1990,7.863825,5.59772375,12.1201425
"Lesser Yellowlegs",1991,7.038635,4.95917675,10.762255
"Lesser Yellowlegs",1992,4.78274,3.42642175,7.33091525
"Lesser Yellowlegs",1993,4.59054,3.1907625,6.93335375
"Lesser Yellowlegs",1994,7.023105,5.0690845,10.93364
"Lesser Yellowlegs",1995,5.291465,3.8300805,8.118932
"Lesser Yellowlegs",1996,4.288135,3.054323,6.64140725
"Lesser Yellowlegs",1997,7.15995,5.05923225,10.8935325
"Lesser Yellowlegs",1998,5.825365,4.22468625,8.62759575
"Lesser Yellowlegs",1999,5.916545,4.1564665,8.854392
"Lesser Yellowlegs",2000,3.81395,2.691364,5.84399275
"Lesser Yellowlegs",2001,2.874,2.01924875,4.4105845
"Lesser Yellowlegs",2002,4.925225,3.38234525,7.5206385
"Lesser Yellowlegs",2003,7.005125,4.87184925,10.9411825
"Lesser Yellowlegs",2004,4.36884,3.01439675,6.63504175
"Lesser Yellowlegs",2005,4.001555,2.78637825,5.974468
"Lesser Yellowlegs",2006,4.09495,2.819048,6.330204
"Lesser Yellowlegs",2007,5.81966,4.202099,9.05339
"Lesser Yellowlegs",2008,3.35316,2.362939,5.13201425
"Lesser Yellowlegs",2009,1.89486,1.3025845,2.867297
"Lesser Yellowlegs",2010,2.232995,1.55631525,3.474121
"Lesser Yellowlegs",2011,3.07156,2.12511425,4.72587625
"Lesser Yellowlegs",2012,2.301465,1.58723875,3.60578375
"Lesser Yellowlegs",2013,1.89692,1.301732,3.05028825
"Lesser Yellowlegs",2014,1.07514,0.714214075,1.7512485
"Lesser Yellowlegs",2015,1.654055,1.08751375,2.70133725
"Lesser Yellowlegs",2016,1.17796,0.764233725,2.02096425
"Lesser Yellowlegs",2017,1.008895,0.648108575,1.70609775
"Lesser Yellowlegs",2018,1.281875,0.792214725,2.20918425
"Lesser Yellowlegs",2019,2.59386,1.6389025,4.5195305
"Willet",1980,3.597015,1.60237375,10.238565
"Willet",1981,2.59623,1.13328475,7.6136575
"Willet",1982,3.926365,1.79438,10.64439
"Willet",1983,4.9419,2.166523,13.970355
"Willet",1984,4.839365,2.23649875,13.42221
"Willet",1985,5.35019,2.44595375,15.3787725
"Willet",1986,3.905805,1.7558465,10.8327725
"Willet",1987,7.14674,3.27564175,20.0316525
"Willet",1988,6.83952,3.2667965,19.7114875
"Willet",1989,4.665555,2.118078,13.494825
"Willet",1990,3.64599,1.695659,10.603695
"Willet",1991,4.1955,1.95694525,11.75315
"Willet",1992,3.392805,1.53297175,9.4537435
"Willet",1993,3.58724,1.601121,10.0697275
"Willet",1994,3.41364,1.5219695,9.5305215
"Willet",1995,3.023415,1.3914445,8.397049
"Willet",1996,3.79619,1.7576915,10.6364
"Willet",1997,4.231625,1.90892825,11.8818425
"Willet",1998,3.931775,1.85315275,10.6588025
"Willet",1999,4.29823,2.01682875,11.8060625
"Willet",2000,4.617415,2.14686875,12.74448
"Willet",2001,6.07934,2.81770325,16.647265
"Willet",2002,4.363395,1.97521775,11.8986575
"Willet",2003,6.06378,2.9116995,16.952265
"Willet",2004,5.94617,2.84091475,16.7923325
"Willet",2005,5.998605,2.77137425,17.166905
"Willet",2006,6.652125,2.9423785,18.8021225
"Willet",2007,5.724845,2.657673,15.8578325
"Willet",2008,6.89671,3.2075645,18.9906425
"Willet",2009,5.458135,2.4729295,15.727065
"Willet",2010,6.512925,2.931339,18.23614
"Willet",2011,6.960635,3.1349215,19.4251475
"Willet",2012,5.698895,2.54531125,16.7743075
"Willet",2013,4.298945,1.8907705,12.1231975
"Willet",2014,3.5875,1.56453675,9.908293
"Willet",2015,5.072505,2.2137215,14.50724
"Willet",2016,4.53823,2.00613875,12.8724525
"Willet",2017,2.675915,1.16237725,7.71400725
"Willet",2018,5.62744,2.4204685,16.406405
"Willet",2019,6.380205,2.61649425,19.8853375
"Greater Yellowlegs",1980,7.86756,6.00963875,10.543705
"Greater Yellowlegs",1981,5.67225,4.36342025,7.70226825
"Greater Yellowlegs",1982,9.95833,7.547668,13.135355
"Greater Yellowlegs",1983,6.38027,4.91191125,8.41500325
"Greater Yellowlegs",1984,6.760515,5.27493425,9.327432
"Greater Yellowlegs",1985,7.008405,5.44375025,9.26629275
"Greater Yellowlegs",1986,6.971195,5.373922,9.15574525
"Greater Yellowlegs",1987,6.914855,5.5045585,9.294989
"Greater Yellowlegs",1988,7.043635,5.50639825,9.35881975
"Greater Yellowlegs",1989,7.548685,5.880456,9.9283695
"Greater Yellowlegs",1990,8.624055,6.7022285,11.599955
"Greater Yellowlegs",1991,7.47525,5.8592595,10.1707675
"Greater Yellowlegs",1992,7.267325,5.58348525,9.68672825
"Greater Yellowlegs",1993,8.65967,6.75685625,11.4770725
"Greater Yellowlegs",1994,8.194975,6.4895905,10.83758
"Greater Yellowlegs",1995,5.81294,4.558444,7.67720975
"Greater Yellowlegs",1996,5.18323,4.017946,6.9359965
"Greater Yellowlegs",1997,7.58857,6.02801875,9.99286975
"Greater Yellowlegs",1998,6.916255,5.41086925,9.117312
"Greater Yellowlegs",1999,7.98923,6.325818,10.43856
"Greater Yellowlegs",2000,6.713015,5.34872875,9.0009965
"Greater Yellowlegs",2001,7.038565,5.5540855,9.13464125
"Greater Yellowlegs",2002,6.968655,5.6470425,9.31973475
"Greater Yellowlegs",2003,8.649495,6.872791,11.3011575
"Greater Yellowlegs",2004,6.5755,5.1056605,8.68767
"Greater Yellowlegs",2005,6.94571,5.46222675,9.01571675
"Greater Yellowlegs",2006,6.33101,4.9057845,8.2470215
"Greater Yellowlegs",2007,6.8505,5.289654,9.0926665
"Greater Yellowlegs",2008,7.06796,5.60242625,9.2278015
"Greater Yellowlegs",2009,4.988405,3.8697245,6.4997165
"Greater Yellowlegs",2010,5.56014,4.27363725,7.365479
"Greater Yellowlegs",2011,5.390855,4.124765,7.2888805
"Greater Yellowlegs",2012,5.62575,4.30333425,7.328265
"Greater Yellowlegs",2013,5.727185,4.2543155,7.726325
"Greater Yellowlegs",2014,4.284585,3.115896,5.8544425
"Greater Yellowlegs",2015,4.67588,3.3455025,6.4518775
"Greater Yellowlegs",2016,3.594025,2.53559975,5.13817025
"Greater Yellowlegs",2017,3.063355,2.10308375,4.383034
"Greater Yellowlegs",2018,3.330755,2.24589525,4.86137175
"Greater Yellowlegs",2019,4.838355,3.22136175,7.41333825
"Wilson's Phalarope",1980,1.67734,0.52226075,9.12270500000001
"Wilson's Phalarope",1981,0.497991,0.145338575,2.99578975
"Wilson's Phalarope",1982,0.982841,0.296862325,5.7280915
"Wilson's Phalarope",1983,0.6180805,0.192919725,3.6028425
"Wilson's Phalarope",1984,2.677495,0.838061225,15.731625
"Wilson's Phalarope",1985,0.8532185,0.2609133,5.06590600000001
"Wilson's Phalarope",1986,0.414723,0.125414925,2.4317105
"Wilson's Phalarope",1987,1.01775,0.316325425,5.97136825
"Wilson's Phalarope",1988,0.644992,0.1905078,3.97451525
"Wilson's Phalarope",1989,0.3928305,0.12682205,2.336762
"Wilson's Phalarope",1990,0.887185,0.287270875,4.91175500000001
"Wilson's Phalarope",1991,0.264026,0.0761859125,1.5885095
"Wilson's Phalarope",1992,0.554616,0.165513975,3.16940000000001
"Wilson's Phalarope",1993,0.3564395,0.10279485,2.0530975
"Wilson's Phalarope",1994,0.5149755,0.1550331,3.03135125
"Wilson's Phalarope",1995,0.238606,0.0707394075,1.41339075
"Wilson's Phalarope",1996,0.350332,0.102288025,2.1907205
"Wilson's Phalarope",1997,0.329428,0.0997950875,1.87809525
"Wilson's Phalarope",1998,0.401269,0.120170725,2.33442125
"Wilson's Phalarope",1999,0.293759,0.0891190925,1.78374625
"Wilson's Phalarope",2000,0.2946685,0.090652345,1.67729
"Wilson's Phalarope",2001,0.401819,0.1206261,2.3102825
"Wilson's Phalarope",2002,0.4623895,0.144246575,2.71823675
"Wilson's Phalarope",2003,0.4537775,0.14472495,2.604705
"Wilson's Phalarope",2004,0.182598,0.0549797475,1.04782275
"Wilson's Phalarope",2005,0.4186475,0.125379875,2.539974
"Wilson's Phalarope",2006,0.383364,0.10400935,2.23260625
"Wilson's Phalarope",2007,0.169404,0.042102195,1.10749975
"Wilson's Phalarope",2008,0.167362,0.040420315,1.0320245
"Wilson's Phalarope",2009,0.217944,0.054795125,1.33785925
"Wilson's Phalarope",2010,0.199719,0.0541888375,1.25239325
"Wilson's Phalarope",2011,0.426679,0.117967725,2.593596
"Wilson's Phalarope",2012,0.552855,0.15157655,3.42717325
"Wilson's Phalarope",2013,0.281044,0.0713245725,1.85748175
"Wilson's Phalarope",2014,0.2627665,0.062169765,1.62348075
"Wilson's Phalarope",2015,0.207334,0.0465312525,1.44473075000001
"Wilson's Phalarope",2016,0.2100415,0.046156905,1.46906475
"Wilson's Phalarope",2017,0.252811,0.0561767,1.8153755
"Wilson's Phalarope",2018,0.264109,0.0572622925,1.8308585
"Wilson's Phalarope",2019,0.2597045,0.0507169675,1.85177925
