"","YearCollected","SurveyAreaIdentifier","sum_all_sp","n_visits"
"3364",2000,"L1469377",0,1
"3365",2000,"L158203",137,11
"3366",2000,"L158584",25699,18
"3367",2000,"L158585",3075,9
"3368",2000,"L159546",25172,12
"3369",2000,"L161359",3077,6
"3370",2000,"L164186",882,11
"3371",2000,"L164827",1037,11
"3372",2000,"L167700",468,2
"3373",2000,"L167943",896,11
"3374",2000,"L190061",741,5
"3375",2000,"L192298",1078,3
"3376",2000,"L199461",47,10
"3377",2000,"L207348",264,3
"3378",2000,"L209342",3251,40
"3379",2000,"L211914",413,11
"3380",2000,"L215343",517,6.14285714285714
"3381",2000,"L219714",515,14
"3382",2000,"L234625",633,11
"3383",2000,"L248057",5246,11
"3384",2000,"L248904",28,9
"3385",2000,"L249800",235,5
"3386",2000,"L252297",706,11
"3387",2000,"L265656",88,17
"3388",2000,"L267199",4322,13
"3389",2000,"L267398",7271,19
"3390",2000,"L267805",15486,13
"3391",2000,"L269484",1244,3
"3392",2000,"L275403",122,1
"3393",2000,"L275453",978,12
"3394",2000,"L275517",27113,36
"3395",2000,"L276426",21134,21
"3396",2000,"L279404",200,13
"3397",2000,"L279820",1557,47
"3398",2000,"L280359",3,11
"3399",2000,"L281058",125,6
"3400",2000,"L281327",609,15
"3401",2000,"L297947",300,12
"3402",2000,"L300848",184,8
"3403",2000,"L305542",5932,12
"3404",2000,"L332514",194,8
"3405",2000,"L343754",45473,15
"3406",2000,"L355076",506,1
"3407",2000,"L376251",59,13
"3408",2000,"L388900",410,6
"3409",2000,"L445866",272,20
"3410",2000,"L450156",474,3
"3411",2000,"L453702",798,2
"3412",2000,"L454182",640,2
"3413",2000,"L455487",15,2
"3414",2000,"L455587",38,1
"3415",2000,"L455589",895,3
"3416",2000,"L467216",7698,10
"3417",2000,"L467234",1350,11
"3418",2000,"L468458",324,4
"3419",2000,"L468503",119,8
"3420",2000,"L468504",25,8
"3421",2000,"L468505",137,2
"3422",2000,"L468506",77,8
"3423",2000,"L468508",53,8
"3424",2000,"L468509",1,8
"3425",2000,"L468510",240,8
"3426",2000,"L468511",158,8
"3427",2000,"L470024",162,1
"3428",2000,"L470034",174,8
"3429",2000,"L470582",4817,12
"3430",2000,"L470625",52,8
"3431",2000,"L470626",45,8
"3432",2000,"L470627",6,8
"3433",2000,"L470629",687,11
"3434",2000,"L471766",1340,30
"3435",2000,"L473466",844,7
"3436",2000,"L473468",1390,4
"3437",2000,"L473469",150254,25
"3438",2000,"L474318",2303,20
"3439",2000,"L474321",4567,7
"3440",2000,"L474334",950,9
"3441",2000,"L474581",56,9
"3442",2000,"L474583",69,4
"3443",2000,"L474644",49,16
"3444",2000,"L474653",516,5
"3445",2000,"L474786",2106,6
"3446",2000,"L475067",318,10
"3447",2000,"L475090",14505,7
"3448",2000,"L475093",600,10
"3449",2000,"L475094",1104,1
"3450",2000,"L475103",152,1
"3451",2000,"L479575",126,9
"3452",2000,"L480823",5,3
"3453",2000,"L480858",1314,34
"3454",2000,"L480898",107,4
"3455",2000,"L480904",196,2
"3456",2000,"L480911",613,4
"3457",2000,"L480913",6753,4
"3458",2000,"L481080",1060,13
"3459",2000,"L481631",701,17
"3460",2000,"L481657",632,14
"3461",2000,"L481665",564,13
"3462",2000,"L487717",52,7
"3463",2000,"L487787",51,1
"3464",2000,"L493512",694,11
"3465",2000,"L502856",1050,5
"3466",2000,"L507726",1101,10
"3467",2000,"L507732",5965,10
"3468",2000,"L507739",9,3
"3469",2000,"L507741",90,6
"3470",2000,"L507744",244,9
"3471",2000,"L507746",126,10
"3472",2000,"L510022",408,10
"3473",2000,"L552721",1437,2
"3474",2000,"L573591",30,2
"3475",2000,"L580981",45,20
"3476",2000,"L616680",176,1
"3477",2000,"L628412",35,2
"3478",2000,"L636712",23,2
"3479",2000,"L654697",107,2
"3480",2000,"L718378",27453,10
"3481",2000,"L773277",806,49
"3482",2000,"L781763",27,18
"3483",2000,"L815117",3437,22
"3484",2000,"L92448",38230,14
"3485",2001,"L109121",370,15
"3486",2001,"L109233",535,3
"3487",2001,"L109408",677,8
"3488",2001,"L109534",7818,55
"3489",2001,"L109548",64,4
"3490",2001,"L124353",1170,17
"3491",2001,"L125062",538,8
"3492",2001,"L1251700",181,2
"3493",2001,"L1254859",3921,21
"3494",2001,"L126170",256,3
"3495",2001,"L126639",356,6
"3496",2001,"L127324",3860,10
"3497",2001,"L1273713",437,5
"3498",2001,"L127945",232,10
"3499",2001,"L129046",18124,17
"3500",2001,"L129756",412,13
"3501",2001,"L1300483",5014,11
"3502",2001,"L132063",420,8
"3503",2001,"L140460",952,11
"3504",2001,"L1424315",15,3
"3505",2001,"L1468922",133,3
"3506",2001,"L1468923",101,3
"3507",2001,"L1468944",40,2
"3508",2001,"L1468945",3817,3
"3509",2001,"L1469365",0,1
"3510",2001,"L1469367",0,1
"3511",2001,"L1469372",0,1
"3512",2001,"L1469667",0,1
"3513",2001,"L1540812",0,1
"3514",2001,"L1540878",3,1
"3515",2001,"L158584",92118,26
"3516",2001,"L158585",2,9
"3517",2001,"L158903",8939,17
"3518",2001,"L159546",20964,12
"3519",2001,"L161359",4083,7
"3520",2001,"L164186",110,11
"3521",2001,"L164827",1926,21
"3522",2001,"L167700",414,3
"3523",2001,"L167943",27,4
"3524",2001,"L169834",32,17
"3525",2001,"L199461",4,8
"3526",2001,"L209342",1830,33
"3527",2001,"L211111",339,11
"3528",2001,"L211914",1135,11
"3529",2001,"L215343",213,1.75
"3530",2001,"L219714",201,5
"3531",2001,"L2273631",0,1
"3532",2001,"L234625",271,16
"3533",2001,"L248057",12825,7
"3534",2001,"L248546",388,13
"3535",2001,"L248904",869,9
"3536",2001,"L249725",660,14
"3537",2001,"L249800",310,6
"3538",2001,"L252297",632,10
"3539",2001,"L259930",1820,8
"3540",2001,"L265656",105,21
"3541",2001,"L265939",885,7
"3542",2001,"L267199",4654,13
"3543",2001,"L267398",8496,21
"3544",2001,"L267805",13110,10
"3545",2001,"L269491",3641,3
"3546",2001,"L275032",2334,7
"3547",2001,"L275397",1480,6
"3548",2001,"L275403",3396,18
"3549",2001,"L275404",1557,7
"3550",2001,"L275406",10,1
"3551",2001,"L275453",8584,12
"3552",2001,"L275517",68940,46
"3553",2001,"L276835",465,11
"3554",2001,"L279820",1689,40
"3555",2001,"L280359",40,4
"3556",2001,"L281058",603,6
"3557",2001,"L288315",93,17
"3558",2001,"L294963",220,3
"3559",2001,"L297947",266,13
"3560",2001,"L299639",537,9
"3561",2001,"L300848",11,10
"3562",2001,"L305542",22373,19
"3563",2001,"L332514",1219,8
"3564",2001,"L333770",16,5
"3565",2001,"L343754",37295,13
"3566",2001,"L344785",9496,28
"3567",2001,"L372956",804,8
"3568",2001,"L376251",2,12
"3569",2001,"L383948",193,11
"3570",2001,"L388900",548,5
"3571",2001,"L445866",397,22
"3572",2001,"L450031",270,2
"3573",2001,"L455506",2525,24
"3574",2001,"L455587",1685,6
"3575",2001,"L455589",185,5
"3576",2001,"L456198",224,1
"3577",2001,"L456229",23,3
"3578",2001,"L456234",115,2
"3579",2001,"L456266",147,1
"3580",2001,"L459175",10828,4
"3581",2001,"L466592",2043,11
"3582",2001,"L467216",3886,11
"3583",2001,"L467234",786,11
"3584",2001,"L467251",376,16
"3585",2001,"L467260",2782,26
"3586",2001,"L468503",94,12
"3587",2001,"L468504",155,12
"3588",2001,"L468506",35,12
"3589",2001,"L468508",8,12
"3590",2001,"L468509",12,12
"3591",2001,"L468510",391,12
"3592",2001,"L468511",307,12
"3593",2001,"L468517",312,12
"3594",2001,"L470024",114,2
"3595",2001,"L470034",199,12
"3596",2001,"L470048",2054,2
"3597",2001,"L470582",6759,17
"3598",2001,"L470625",40,9
"3599",2001,"L470626",97,9
"3600",2001,"L470629",1290,11
"3601",2001,"L473468",402,2
"3602",2001,"L473469",101869,12
"3603",2001,"L474318",718,13
"3604",2001,"L474321",2943,4
"3605",2001,"L474334",1078,13
"3606",2001,"L474356",73,2
"3607",2001,"L474581",3,14
"3608",2001,"L474644",75,22
"3609",2001,"L474653",76,7
"3610",2001,"L474786",2219,6
"3611",2001,"L475067",416,13
"3612",2001,"L475090",15072,7
"3613",2001,"L475093",886,8
"3614",2001,"L475105",233,7
"3615",2001,"L480898",276,12
"3616",2001,"L480904",854,3
"3617",2001,"L480911",13033,30
"3618",2001,"L480913",2703,4
"3619",2001,"L481631",4168,22
"3620",2001,"L481657",442,16
"3621",2001,"L498357",5,3
"3622",2001,"L507726",2429,12
"3623",2001,"L507732",3976,10
"3624",2001,"L507738",39,6
"3625",2001,"L507739",2,3
"3626",2001,"L507741",48,7
"3627",2001,"L507742",859,8
"3628",2001,"L507744",347,10
"3629",2001,"L507745",60,8
"3630",2001,"L510022",1296,10
"3631",2001,"L510877",9782,15
"3632",2001,"L510878",413,6
"3633",2001,"L515257",47,5
"3634",2001,"L516817",99,1
"3635",2001,"L522128",6866,1
"3636",2001,"L573591",3,2
"3637",2001,"L580981",45,23
"3638",2001,"L591920",296,3
"3639",2001,"L593574",846,7
"3640",2001,"L612273",553,2
"3641",2001,"L628412",0,1
"3642",2001,"L674657",3496,10
"3643",2001,"L695601",450,7
"3644",2001,"L718378",18674,10
"3645",2001,"L815117",3229,12
"3646",2001,"L835237",347,4
"3647",2001,"L92448",43435,16
"3648",2001,"L99388",590,13
"3649",2001,"L99390",878,11
"3650",2001,"L99392",1337,15
"3651",2002,"L109216",5838,17
"3652",2002,"L109534",5985,45
"3653",2002,"L109548",409,7
"3654",2002,"L124353",434,10
"3655",2002,"L125062",809,22
"3656",2002,"L125100",7419,15
"3657",2002,"L1254859",1034,20
"3658",2002,"L126639",80,1
"3659",2002,"L127288",1187,15
"3660",2002,"L127324",3061,11
"3661",2002,"L1273534",32,13
"3662",2002,"L1273536",28,13
"3663",2002,"L1273537",74,25
"3664",2002,"L127945",294,12
"3665",2002,"L129047",11918,12
"3666",2002,"L129756",1067,29
"3667",2002,"L132063",1077,8
"3668",2002,"L140460",476,7
"3669",2002,"L140803",0,2
"3670",2002,"L1468927",1000,6
"3671",2002,"L1468945",5409,6
"3672",2002,"L1469367",0,1
"3673",2002,"L1469368",0,1
"3674",2002,"L1469369",0,1
"3675",2002,"L1469373",0,1
"3676",2002,"L1469378",0,1
"3677",2002,"L1469510",0,1
"3678",2002,"L1469573",0,1
"3679",2002,"L1471881",0,1
"3680",2002,"L1472009",0,1
"3681",2002,"L1540854",0,1
"3682",2002,"L1540897",1719,10
"3683",2002,"L157684",6,1
"3684",2002,"L158584",78096,18
"3685",2002,"L158903",5996,11
"3686",2002,"L159546",32800,12
"3687",2002,"L164827",2696,20
"3688",2002,"L167700",3732,10
"3689",2002,"L167943",12,3
"3690",2002,"L170028",1035,10
"3691",2002,"L190061",2321,10
"3692",2002,"L199461",2,6
"3693",2002,"L207462",3174,39
"3694",2002,"L209342",910,15
"3695",2002,"L212881",524,11
"3696",2002,"L215343",3873,24
"3697",2002,"L234625",680,20
"3698",2002,"L248057",1773,3
"3699",2002,"L248546",1841,16
"3700",2002,"L248904",561,8
"3701",2002,"L249800",433,6
"3702",2002,"L265647",1643,29
"3703",2002,"L265656",65,19
"3704",2002,"L265939",237,8
"3705",2002,"L267199",1953,10
"3706",2002,"L267398",7438,21
"3707",2002,"L267805",31858,14
"3708",2002,"L269491",11068,4
"3709",2002,"L269708",4428,5
"3710",2002,"L275403",381,4
"3711",2002,"L275453",30,2
"3712",2002,"L275517",38307,44
"3713",2002,"L276835",2328,16
"3714",2002,"L278017",2439,30
"3715",2002,"L279637",966,31
"3716",2002,"L279820",2850,41
"3717",2002,"L281058",177,4
"3718",2002,"L297947",240,10
"3719",2002,"L298657",190,3
"3720",2002,"L300848",23,14
"3721",2002,"L302859",51,6
"3722",2002,"L304071",179,7
"3723",2002,"L305542",14514,17
"3724",2002,"L330914",91,26
"3725",2002,"L332514",1636,7
"3726",2002,"L333770",110,19
"3727",2002,"L343754",29460,10
"3728",2002,"L372956",1484,13
"3729",2002,"L383948",556,22
"3730",2002,"L386755",313,8
"3731",2002,"L452094",104,1
"3732",2002,"L455587",176,1
"3733",2002,"L455589",423,2
"3734",2002,"L457727",2,13
"3735",2002,"L457748",354,13
"3736",2002,"L457754",245,13
"3737",2002,"L457756",19,13
"3738",2002,"L457758",68,9
"3739",2002,"L457759",16,9
"3740",2002,"L457803",14,14
"3741",2002,"L458609",62,10
"3742",2002,"L466592",845,18
"3743",2002,"L467216",1705,9
"3744",2002,"L467234",1166,10
"3745",2002,"L467251",3070,68
"3746",2002,"L467260",2442,12
"3747",2002,"L468503",240,12
"3748",2002,"L468504",38,12
"3749",2002,"L468506",228,12
"3750",2002,"L468508",53,12
"3751",2002,"L468509",10,12
"3752",2002,"L468510",4783,11
"3753",2002,"L468511",673,11
"3754",2002,"L468517",53,11
"3755",2002,"L470582",7396,15
"3756",2002,"L470625",34,14
"3757",2002,"L470626",228,14
"3758",2002,"L470627",62,14
"3759",2002,"L473466",619,7
"3760",2002,"L473469",94075,9
"3761",2002,"L474318",638,7
"3762",2002,"L474321",1020,5
"3763",2002,"L474334",233,5
"3764",2002,"L474351",23,9
"3765",2002,"L474356",188,5
"3766",2002,"L474644",84,10
"3767",2002,"L474653",34,7
"3768",2002,"L474683",3256,37
"3769",2002,"L474833",131,10
"3770",2002,"L475067",55,2
"3771",2002,"L475090",3223,2
"3772",2002,"L475093",1072,14
"3773",2002,"L475094",22103,3
"3774",2002,"L480898",175,11
"3775",2002,"L480904",1970,3
"3776",2002,"L480911",9226,29
"3777",2002,"L480913",3785,5
"3778",2002,"L481631",2720,20
"3779",2002,"L481657",328,12
"3780",2002,"L498357",9,3
"3781",2002,"L507172",2292,6
"3782",2002,"L507464",70,11
"3783",2002,"L515257",31,6
"3784",2002,"L517056",1,2
"3785",2002,"L517057",1188,8
"3786",2002,"L574284",103,3
"3787",2002,"L580981",1,6
"3788",2002,"L591885",1,8
"3789",2002,"L815117",1005,20
"3790",2002,"L835237",5329,6
"3791",2002,"L906006",85,2
"3792",2002,"L92448",48645,15
"3793",2002,"L99389",787,13
"3794",2002,"L99390",1120,14
"3795",2002,"L99391",543,13
"3796",2003,"L109216",5333,16
"3797",2003,"L109534",2921,35
"3798",2003,"L109548",960,9
"3799",2003,"L125062",919,18
"3800",2003,"L125100",11587,16
"3801",2003,"L1254859",1957,21
"3802",2003,"L126170",278,4
"3803",2003,"L126638",502,4
"3804",2003,"L126639",8719,15
"3805",2003,"L127324",4797,12
"3806",2003,"L1273534",514,13
"3807",2003,"L1273686",108,2
"3808",2003,"L1273687",37,1
"3809",2003,"L127945",614,19
"3810",2003,"L129293",1931,10
"3811",2003,"L129756",1333,27
"3812",2003,"L1300483",44,16
"3813",2003,"L132063",1249,4
"3814",2003,"L140460",546,8
"3815",2003,"L1468945",1628,3
"3816",2003,"L1468960",0,1
"3817",2003,"L1469210",0,1
"3818",2003,"L1477099",544,10
"3819",2003,"L1477106",5279,7
"3820",2003,"L1477107",166,8
"3821",2003,"L1477108",513,4
"3822",2003,"L1477109",584,7
"3823",2003,"L1477112",380,6
"3824",2003,"L1477113",985,8
"3825",2003,"L1477115",1399,8
"3826",2003,"L1477129",129,7
"3827",2003,"L1477136",10,1
"3828",2003,"L1540914",322,1
"3829",2003,"L158584",0,1
"3830",2003,"L158903",8182,13
"3831",2003,"L164826",1067,3
"3832",2003,"L164827",1426,8
"3833",2003,"L167700",119,3
"3834",2003,"L170028",501,7
"3835",2003,"L190061",23,12
"3836",2003,"L197609",3426,9
"3837",2003,"L199461",76,4
"3838",2003,"L207462",2982,36
"3839",2003,"L211434",58534,23
"3840",2003,"L215343",9360,29
"3841",2003,"L234625",1126,20
"3842",2003,"L248057",17011,20
"3843",2003,"L248546",669,13
"3844",2003,"L248904",346,4
"3845",2003,"L249800",188,9
"3846",2003,"L250656",931,10
"3847",2003,"L259930",6029,14
"3848",2003,"L265050",927,7
"3849",2003,"L265647",368,13
"3850",2003,"L267199",2132,8
"3851",2003,"L267398",12801,20
"3852",2003,"L267805",35173,12
"3853",2003,"L269484",1615,6
"3854",2003,"L269491",35861,13
"3855",2003,"L275403",1203,7
"3856",2003,"L275404",3751,6
"3857",2003,"L275453",308,4
"3858",2003,"L275517",30376,40
"3859",2003,"L279404",471,9
"3860",2003,"L281058",159,7
"3861",2003,"L294207",109,6
"3862",2003,"L297947",153,8
"3863",2003,"L300848",2,10
"3864",2003,"L305629",18,3
"3865",2003,"L330914",17,26
"3866",2003,"L332514",559,1
"3867",2003,"L333770",105,8
"3868",2003,"L343754",31073,11
"3869",2003,"L352958",333,6
"3870",2003,"L383948",332,12
"3871",2003,"L450930",413,9
"3872",2003,"L455587",132,1
"3873",2003,"L455589",290,1
"3874",2003,"L456198",2128,3
"3875",2003,"L456732",5,1
"3876",2003,"L457727",112,13
"3877",2003,"L457748",259,13
"3878",2003,"L457754",41,12
"3879",2003,"L457758",211,13
"3880",2003,"L457759",11,13
"3881",2003,"L467216",6387,12
"3882",2003,"L467234",1604,9
"3883",2003,"L467251",1246,30
"3884",2003,"L467260",274,7
"3885",2003,"L468458",32,6
"3886",2003,"L470625",29,10
"3887",2003,"L470626",61,10
"3888",2003,"L470627",17,10
"3889",2003,"L470630",89,14
"3890",2003,"L471581",6,8
"3891",2003,"L473466",960,10
"3892",2003,"L473468",883,2
"3893",2003,"L473469",94566,10
"3894",2003,"L474321",689,2
"3895",2003,"L474644",1051,15
"3896",2003,"L474653",299,6
"3897",2003,"L474683",1175,17
"3898",2003,"L474833",647,22
"3899",2003,"L475090",4613,4
"3900",2003,"L475094",25432,5
"3901",2003,"L479566",124,9
"3902",2003,"L479575",38,5
"3903",2003,"L479616",408,10
"3904",2003,"L480898",398,15
"3905",2003,"L480904",5849,1
"3906",2003,"L480911",11550,27
"3907",2003,"L480913",3784,3
"3908",2003,"L481631",1623,19
"3909",2003,"L481657",305,10
"3910",2003,"L481668",1823,9
"3911",2003,"L487745",204,24
"3912",2003,"L505543",4434,8
"3913",2003,"L507172",6595,7
"3914",2003,"L509694",487,12
"3915",2003,"L516817",25,1
"3916",2003,"L519202",806,13
"3917",2003,"L549315",5105,19
"3918",2003,"L586013",1159,10
"3919",2003,"L606296",496,6
"3920",2003,"L815117",1841,14
"3921",2003,"L835237",1552,3
"3922",2003,"L92448",73818,18
"3923",2004,"L109216",5545,15
"3924",2004,"L109534",638,12
"3925",2004,"L109543",16820,46
"3926",2004,"L109548",1835,17
"3927",2004,"L124353",59,9
"3928",2004,"L125062",1061,13
"3929",2004,"L125100",2937,5
"3930",2004,"L1254859",750,21
"3931",2004,"L126170",92,2
"3932",2004,"L126638",71,2
"3933",2004,"L126639",1345,13
"3934",2004,"L127324",3472,10
"3935",2004,"L1273534",7,16
"3936",2004,"L1273537",8,32
"3937",2004,"L127945",349,19
"3938",2004,"L129046",3920,10
"3939",2004,"L129293",246,3
"3940",2004,"L129756",2448,34
"3941",2004,"L1300483",16953,10
"3942",2004,"L140803",1,3
"3943",2004,"L1468901",25,7
"3944",2004,"L1468902",8337,10
"3945",2004,"L1468921",451,3
"3946",2004,"L1468923",83,1
"3947",2004,"L1468927",2236,2
"3948",2004,"L1468943",148,3
"3949",2004,"L1468945",113,3
"3950",2004,"L1468955",126,3
"3951",2004,"L1468957",105,2
"3952",2004,"L1468960",0,1
"3953",2004,"L1468985",959,4
"3954",2004,"L1469189",1459,8
"3955",2004,"L1477093",48,5
"3956",2004,"L1477099",1207,10
"3957",2004,"L1477101",417,4
"3958",2004,"L1477102",72,1
"3959",2004,"L1477106",4077,1
"3960",2004,"L1477107",234,4
"3961",2004,"L1477110",6981,5
"3962",2004,"L1477113",1380,4
"3963",2004,"L1477114",238,1
"3964",2004,"L1477115",52,1
"3965",2004,"L1477117",101,3
"3966",2004,"L1477118",81,1
"3967",2004,"L1477121",5,1
"3968",2004,"L1477126",2,1
"3969",2004,"L1477129",119,4
"3970",2004,"L1477136",304,5
"3971",2004,"L1477150",0,1
"3972",2004,"L1484483",4,1
"3973",2004,"L151122",4159,12
"3974",2004,"L151133",78799,10
"3975",2004,"L1540796",11307,12
"3976",2004,"L1540867",292,4
"3977",2004,"L1540878",507,2
"3978",2004,"L158584",1695,3
"3979",2004,"L158903",13379,11
"3980",2004,"L160592",41491,28
"3981",2004,"L164826",585,3
"3982",2004,"L164827",1397,7
"3983",2004,"L165048",33494,11
"3984",2004,"L167326",427,3
"3985",2004,"L167700",446,5
"3986",2004,"L170028",1866,10
"3987",2004,"L197073",65314,28
"3988",2004,"L197609",8006,6
"3989",2004,"L207360",48,3
"3990",2004,"L207462",2989,30
"3991",2004,"L211111",1356,6
"3992",2004,"L211434",47259,25
"3993",2004,"L215343",11226,32
"3994",2004,"L234625",829,20
"3995",2004,"L247311",2671,51
"3996",2004,"L248546",853,12
"3997",2004,"L248904",25,2
"3998",2004,"L249800",172,9
"3999",2004,"L249999",54,1
"4000",2004,"L250656",2063,2
"4001",2004,"L259930",5134,18
"4002",2004,"L265647",1263,31
"4003",2004,"L265939",254,6
"4004",2004,"L267199",1469,7
"4005",2004,"L267398",4421,21
"4006",2004,"L267805",44033,19
"4007",2004,"L268295",9065,6
"4008",2004,"L269491",21387,23
"4009",2004,"L275032",1654,3
"4010",2004,"L275397",89,1
"4011",2004,"L275403",127,1
"4012",2004,"L275404",138,2
"4013",2004,"L275453",403,1
"4014",2004,"L275517",472,4
"4015",2004,"L278017",312,18
"4016",2004,"L279404",775,12
"4017",2004,"L279637",158,14
"4018",2004,"L281058",557,9
"4019",2004,"L285821",0,1
"4020",2004,"L300848",1,16
"4021",2004,"L330914",48,32
"4022",2004,"L333770",94,13
"4023",2004,"L343754",38872,10
"4024",2004,"L383948",93,9
"4025",2004,"L450156",4201,9
"4026",2004,"L450930",522,9
"4027",2004,"L452279",1097,6
"4028",2004,"L452284",0,1
"4029",2004,"L452287",1508,6
"4030",2004,"L452295",11269,6
"4031",2004,"L452399",14739,6
"4032",2004,"L452414",52,3
"4033",2004,"L453702",16916,11
"4034",2004,"L455080",1,1
"4035",2004,"L456266",47,1
"4036",2004,"L457727",112,16
"4037",2004,"L457748",513,16
"4038",2004,"L457758",12,16
"4039",2004,"L457759",57,16
"4040",2004,"L458664",79,10
"4041",2004,"L467216",14126,12
"4042",2004,"L467234",1295,10
"4043",2004,"L467260",230,9
"4044",2004,"L468458",2350,14
"4045",2004,"L470625",16,18
"4046",2004,"L470626",50,16
"4047",2004,"L470627",2,5
"4048",2004,"L470628",762,18
"4049",2004,"L470629",50,1
"4050",2004,"L470630",149,29
"4051",2004,"L471581",83,26
"4052",2004,"L473315",5918,5
"4053",2004,"L473466",1446,5
"4054",2004,"L473468",463,1
"4055",2004,"L473469",78479,9
"4056",2004,"L474644",115,19
"4057",2004,"L474683",239,10
"4058",2004,"L474833",6,1
"4059",2004,"L474870",96,6
"4060",2004,"L475103",12413,25
"4061",2004,"L479566",103,10
"4062",2004,"L479616",63,5
"4063",2004,"L479626",1830,10
"4064",2004,"L480898",169,11
"4065",2004,"L480911",3599,16
"4066",2004,"L480913",2010,4
"4067",2004,"L481631",7611,18
"4068",2004,"L481657",154,8
"4069",2004,"L481668",829,9
"4070",2004,"L487764",3999,7
"4071",2004,"L487787",2300,8
"4072",2004,"L491378",6350,20
"4073",2004,"L505543",231,1
"4074",2004,"L507726",4636,10
"4075",2004,"L507732",1586,8
"4076",2004,"L507744",15946,17
"4077",2004,"L509711",1392,13
"4078",2004,"L509712",1365,10
"4079",2004,"L509713",729,9
"4080",2004,"L510004",1955,18
"4081",2004,"L510868",2177,8
"4082",2004,"L512565",62,9
"4083",2004,"L516776",2508,11
"4084",2004,"L517059",1600,6
"4085",2004,"L517060",13534,11
"4086",2004,"L517067",38,6
"4087",2004,"L522128",3269,1
"4088",2004,"L549315",2408,15
"4089",2004,"L552721",1183,6
"4090",2004,"L571616",28166,4
"4091",2004,"L586013",127,1
"4092",2004,"L591916",16953,10
"4093",2004,"L593611",621,2
"4094",2004,"L604462",756,6
"4095",2004,"L604476",35861,6
"4096",2004,"L604485",34,4
"4097",2004,"L604504",700827,6
"4098",2004,"L616660",646,5
"4099",2004,"L634179",959,4
"4100",2004,"L636722",29,2
"4101",2004,"L636723",24,2
"4102",2004,"L636730",213,2
"4103",2004,"L718378",37607,10
"4104",2004,"L835237",799,4
"4105",2004,"L846390",1205,8
"4106",2004,"L92448",152841,46
"4107",2005,"L1020443",21,1
"4108",2005,"L109216",2495,12
"4109",2005,"L109408",40,1
"4110",2005,"L109534",228,6
"4111",2005,"L124353",41,3
"4112",2005,"L125062",1070,16
"4113",2005,"L1254859",2352,22
"4114",2005,"L126637",2405,3
"4115",2005,"L126638",279,7
"4116",2005,"L126639",4054,11
"4117",2005,"L127324",2659,16
"4118",2005,"L1273534",352,8
"4119",2005,"L1273537",429,24
"4120",2005,"L1273636",36,8
"4121",2005,"L127945",792,22
"4122",2005,"L129293",2975,10
"4123",2005,"L129756",1428,26
"4124",2005,"L131533",134,8
"4125",2005,"L132063",358,9
"4126",2005,"L140469",5004,8
"4127",2005,"L1468921",474,4
"4128",2005,"L1468924",50,1
"4129",2005,"L1468931",202,2
"4130",2005,"L1468943",391,5
"4131",2005,"L1468944",559,3
"4132",2005,"L1468945",1531,5
"4133",2005,"L1468955",218,2
"4134",2005,"L1468957",607,1
"4135",2005,"L1469333",174,1
"4136",2005,"L1477093",3561,9
"4137",2005,"L1477094",740,9
"4138",2005,"L1477096",6188,3
"4139",2005,"L1477099",438,10
"4140",2005,"L1477105",266,1
"4141",2005,"L1477106",1963,9
"4142",2005,"L1477107",98,1
"4143",2005,"L1477113",934,5
"4144",2005,"L1477115",3172,5
"4145",2005,"L1477129",186,4
"4146",2005,"L151122",360561,12
"4147",2005,"L151133",129106,10
"4148",2005,"L1540801",72,5
"4149",2005,"L1540832",346,2
"4150",2005,"L1540851",56,1
"4151",2005,"L1540900",2655,5
"4152",2005,"L1540913",223,2
"4153",2005,"L1540914",134,1
"4154",2005,"L158903",3874,11
"4155",2005,"L159448",2441,8
"4156",2005,"L160592",41334,88
"4157",2005,"L164826",803,3
"4158",2005,"L164827",1861,9
"4159",2005,"L165048",36379,12
"4160",2005,"L165143",3663,8
"4161",2005,"L165940",1046,9
"4162",2005,"L167700",76,2
"4163",2005,"L170028",337,7
"4164",2005,"L197609",3802,15
"4165",2005,"L207348",2070,3
"4166",2005,"L209591",38,13
"4167",2005,"L210370",43,6
"4168",2005,"L215343",9055,28
"4169",2005,"L234625",347,21
"4170",2005,"L247311",2241,31
"4171",2005,"L248904",205,16
"4172",2005,"L250902",339,3
"4173",2005,"L259930",5606,11
"4174",2005,"L265939",2360,15
"4175",2005,"L267199",466,3
"4176",2005,"L267398",2888,20
"4177",2005,"L268295",8898,6
"4178",2005,"L275397",13,1
"4179",2005,"L275406",4,1
"4180",2005,"L275453",438,9
"4181",2005,"L278017",813,26
"4182",2005,"L279404",226,4
"4183",2005,"L279637",313,17
"4184",2005,"L279820",1462,13
"4185",2005,"L281058",962,10
"4186",2005,"L2988709",85,8
"4187",2005,"L300848",1,10
"4188",2005,"L330914",9,16
"4189",2005,"L333770",172,14
"4190",2005,"L338882",557,8
"4191",2005,"L343754",22679,6
"4192",2005,"L353732",1753,9
"4193",2005,"L358647",23,2
"4194",2005,"L383948",31,5
"4195",2005,"L448189",1400,9
"4196",2005,"L450156",4896,8
"4197",2005,"L452279",2347,6
"4198",2005,"L452284",233,5
"4199",2005,"L452287",1441,6
"4200",2005,"L452294",284284,6
"4201",2005,"L452295",7291,6
"4202",2005,"L452399",1763,5
"4203",2005,"L452414",11329,6
"4204",2005,"L452875",3,4
"4205",2005,"L452884",1307,11
"4206",2005,"L453702",3422,9
